,learning_rate,value_loss,policy_loss,entropy,old_approx_kl,approx_kl,clipfrac,explained_variance
0,0.0003,0.034214362502098083,-0.015980569645762444,5.663379669189453,-0.0014897064538672566,0.005974639672785997,0.04921000003523659,-1.6382262706756592
1,0.000299,0.03311993554234505,-0.015159114263951778,5.659093856811523,0.01095600239932537,0.008440584875643253,0.09297000006772578,-1.6381230354309082
2,0.000298,0.006208739709109068,-0.009535951539874077,5.653958320617676,0.0035856259055435658,0.005445961840450764,0.04643500018682971,-0.8721718788146973
3,0.00029699999999999996,0.006356435362249613,-0.02334669418632984,5.6477861404418945,0.00905664637684822,0.008358645252883434,0.08975500001106411,-0.8739665746688843
4,0.000296,0.002015867969021201,-0.021956387907266617,5.641537666320801,0.008583326824009418,0.0076518370769917965,0.06464000025880523,-0.2336369752883911
5,0.00029499999999999996,0.0014613461680710316,-0.02095293067395687,5.630413055419922,0.014261535368859768,0.010062255896627903,0.10628500010352582,-0.23434686660766602
6,0.000294,0.0008741813944652677,-0.025193091481924057,5.608642101287842,0.012108981609344482,0.006873363628983498,0.06803500023233937,-0.11809968948364258
7,0.00029299999999999997,0.0006289046141318977,-0.026075994595885277,5.601876258850098,0.00904699508100748,0.009135427884757519,0.11358500032220036,-0.11924850940704346
8,0.000292,0.0008905407157726586,-0.020815977826714516,5.577994346618652,0.005656109657138586,0.00580144627019763,0.05844500023995351,-0.04890036582946777
9,0.00029099999999999997,0.0010165073908865452,-0.030473239719867706,5.5646514892578125,0.017666848376393318,0.009341339580714703,0.1096900001517497,-0.04917323589324951
10,0.00029,0.0010412500705569983,-0.019359292462468147,5.5177154541015625,0.006044486537575722,0.007199556101113558,0.05178000010855612,0.11284095048904419
11,0.000289,0.0009025887702591717,-0.01769225299358368,5.513178825378418,0.013498925603926182,0.009638940915465355,0.10620999995153398,0.11241543292999268
12,0.00028799999999999995,0.0012210012646391988,-0.016275908797979355,5.453393936157227,0.001999035943299532,0.008893901482224464,0.07497000005823792,0.09111833572387695
13,0.000287,0.0007016755407676101,-0.026117559522390366,5.44264554977417,0.012058025225996971,0.010253758169710636,0.1373500004177913,0.09110653400421143
14,0.00028599999999999996,0.0008839885704219341,-0.0291695985943079,5.394706726074219,0.010265239514410496,0.007270157802850008,0.06636500022868859,0.17088890075683594
15,0.000285,0.0010927680414170027,-0.024121606722474098,5.385440826416016,0.006564053241163492,0.010654047131538391,0.13512500047218054,0.17049801349639893
16,0.00028399999999999996,0.0012296077329665422,-0.02169664017856121,5.334823131561279,0.001488195382989943,0.007639404386281967,0.06510000002672314,0.2510996460914612
17,0.000283,0.0010059979977086186,-0.025539586320519447,5.317885398864746,0.008387589827179909,0.012581645511090755,0.13455500039272011,0.24999713897705078
18,0.00028199999999999997,0.001108350232243538,-0.017386646941304207,5.225461006164551,0.011253070086240768,0.009944056160748005,0.08509000024459965,0.2619674801826477
19,0.00028099999999999995,0.0010978360660374165,-0.032010894268751144,5.219636917114258,0.013127721846103668,0.013653888367116451,0.16240500030107796,0.26083070039749146
20,0.00028,0.0014134044758975506,-0.016684526577591896,5.166686058044434,0.005770935211330652,0.010149817913770676,0.07321000009396812,0.2919526696205139
21,0.00027899999999999995,0.0011464845156297088,-0.032846830785274506,5.1561689376831055,0.01869504153728485,0.013115132227540016,0.14458000068552793,0.2909560203552246
22,0.000278,0.001480971579439938,-0.016432644799351692,5.106662750244141,0.012539418414235115,0.008134025149047375,0.06469500003950088,0.363710880279541
23,0.00027699999999999996,0.0014518153620883822,-0.029660839587450027,5.096321105957031,0.020791463553905487,0.011853714473545551,0.14386500034015626,0.36342841386795044
24,0.000276,0.0016060512280091643,-0.026398982852697372,5.0592780113220215,0.006477906834334135,0.008341342210769653,0.08229000032260955,0.4416038990020752
25,0.00027499999999999996,0.0015543332556262612,-0.029234426096081734,5.0478081703186035,0.0030666328966617584,0.012643027119338512,0.15582000117283315,0.44113123416900635
26,0.000274,0.0024812696501612663,-0.015977011993527412,5.024246692657471,0.010466855950653553,0.008537189103662968,0.08166500018523948,0.42370420694351196
27,0.00027299999999999997,0.0018444126471877098,-0.026538262143731117,5.015086650848389,0.009855193085968494,0.011019914411008358,0.15462000097613782,0.42332345247268677
28,0.00027199999999999994,0.0022593443281948566,-0.02387954108417034,4.981410026550293,0.008679821155965328,0.009248641319572926,0.07592500019563886,0.40775346755981445
29,0.000271,0.001552583067677915,-0.03181568533182144,4.974027633666992,0.008350078947842121,0.011464184150099754,0.15018000041600316,0.4073221683502197
30,0.00027,0.0021686560939997435,-0.0263107568025589,4.9459943771362305,0.0033937671687453985,0.008289087563753128,0.08064500011823839,0.488714337348938
31,0.000269,0.0016351009253412485,-0.028974341228604317,4.9384307861328125,0.006008190102875233,0.01235246378928423,0.14904500029515474,0.4881068468093872
32,0.00026799999999999995,0.0023404585663229227,-0.028197648003697395,4.889172077178955,0.010002348572015762,0.009832154028117657,0.09255500020590261,0.49001526832580566
33,0.000267,0.002331424504518509,-0.028426053002476692,4.880238056182861,0.014483091421425343,0.013547416776418686,0.166815000702627,0.48853611946105957
34,0.000266,0.0024483283050358295,-0.02454313263297081,4.834960460662842,0.014437931589782238,0.011832463555037975,0.08742000021047716,0.5114655494689941
